yaw,pitch,legibile,size,label
-20.32,38.77,TRUE,75.3,1
41.24,23.86,FALSE,6.5,0
-39.76,-26.04,TRUE,75.3,1
3.79,-6.15,TRUE,17.3,1
36.89,-6.35,TRUE,17.3,1
-48.22,-51.61,FALSE,17.3,0
18.2,-47.6,FALSE,10.6,0
41.99,-44.77,TRUE,201,1
-51.45,40.32,FALSE,46.1,0
-21.56,29.99,TRUE,75.3,1
31.08,42.78,FALSE,6.5,0
-39.44,3.08,TRUE,201,1
-20.93,-19.04,TRUE,201,1
49.76,-10.72,FALSE,17.3,0
-32.49,-44.57,TRUE,122.9,1
-14.25,-31.02,FALSE,6.5,0
44.2,-34.44,FALSE,28.3,0
-42.66,17.96,TRUE,201,1
4.97,34.42,TRUE,201,1
43.15,33.52,TRUE,201,1
-43.28,-19.05,FALSE,6.5,0
0.99,2.74,TRUE,122.9,1
50.94,-18.6,FALSE,17.3,0
-31.09,-46.55,FALSE,75.3,0
-16.59,-49.37,TRUE,201,1
32.78,-47.63,TRUE,201,1
-52.01,37.35,FALSE,122.9,0
-7.4,17.86,TRUE,46.1,1
36.59,32.62,TRUE,28.3,1
-50.89,-10.68,FALSE,75.3,0
21.8,6.09,TRUE,122.9,1
43.99,-3.26,TRUE,17.3,1
-32.6,-30.78,FALSE,10.6,0
-1.67,-50.83,FALSE,17.3,0
40.49,-42.83,FALSE,6.5,0
-37.3,26.96,FALSE,46.1,0
10.95,14.14,TRUE,46.1,1
27.87,24.17,TRUE,46.1,1
-28.78,-13.79,FALSE,6.5,0
0.07,5.82,TRUE,75.3,1
47.51,-23.79,TRUE,122.9,1
-43.93,-46.02,FALSE,75.3,0
15.56,-47.81,TRUE,122.9,1
43.5,-48.67,FALSE,28.3,0
-47.8,31.19,FALSE,17.3,0
11.74,41.21,TRUE,75.3,1
46.1,31.91,TRUE,201,1
-42.26,-5.93,TRUE,122.9,1
-17.87,-9.28,TRUE,17.3,1
47.19,4.26,TRUE,46.1,1
-28.49,-46.98,FALSE,75.3,0
18.83,-36.62,FALSE,10.6,0
48.25,-37.74,TRUE,122.9,1
-35.25,25.49,FALSE,28.3,0
15.28,22.5,TRUE,75.3,1
39.59,38.4,FALSE,6.5,0
-49.35,-27.28,FALSE,75.3,0
-14.53,-10.18,TRUE,17.3,1
44.92,7.12,TRUE,46.1,1
-29.21,-40.54,FALSE,10.6,0
-4.8,-40.4,TRUE,201,1
39.13,-43.17,TRUE,46.1,1
-38.59,36.58,FALSE,6.5,0
21.59,42.41,FALSE,6.5,0
47.26,32.83,FALSE,10.6,0
-50.53,4.2,FALSE,10.6,0
-19.89,5.55,TRUE,75.3,1
47.82,2.16,TRUE,122.9,1
-43.62,-43.64,FALSE,201,0
20.6,-33.89,TRUE,46.1,1
50.53,-49.76,FALSE,6.5,0
-50,12.28,FALSE,6.5,0
-19.76,38.11,FALSE,75.3,0
40.39,21.09,TRUE,201,1
-54.43,-19.73,FALSE,28.3,0
4.79,-0.11,TRUE,28.3,1
42.18,4.52,TRUE,122.9,1
-48.77,-39.49,FALSE,75.3,0
-6.1,-35.99,FALSE,10.6,0
40.87,-48.21,FALSE,17.3,0
-43.12,32.83,FALSE,75.3,0
4.7,26.55,TRUE,122.9,1
42.22,29.15,FALSE,6.5,0
-52.08,-21.29,FALSE,201,0
6.61,6.76,TRUE,17.3,1
32.19,8.07,FALSE,6.5,0
-38.34,-48.96,FALSE,6.5,0
11.91,-41.17,FALSE,10.6,0
33.26,-40.47,FALSE,46.1,0
-46.15,38.38,FALSE,46.1,0
10.37,39.58,TRUE,201,1
40.53,33.84,FALSE,17.3,0
-50.87,-5.33,FALSE,201,0
-7.82,-17.93,TRUE,201,1
48.04,-6.82,TRUE,201,1
-54.32,-36.25,FALSE,28.3,0
-14.89,-39.09,FALSE,28.3,0
43.89,-38.09,FALSE,46.1,0
-46.32,35.26,FALSE,122.9,0
22.14,41.05,TRUE,75.3,1
39.43,37.31,FALSE,6.5,0
-33.52,4.71,TRUE,28.3,1
-21.46,-10.79,TRUE,122.9,1
48.4,7.88,FALSE,17.3,0
-29.69,-40.13,TRUE,75.3,1
6.5,-43.76,TRUE,17.3,1
50.53,-36.35,TRUE,122.9,1
-38.78,38.14,FALSE,122.9,0
3.87,36.94,TRUE,201,1
33.56,30.99,TRUE,201,1
-47.91,-4.84,FALSE,46.1,0
1.77,-17.65,TRUE,122.9,1
37.89,-11.08,TRUE,46.1,1
-39.74,-47.78,FALSE,28.3,0
-1.51,-49.25,FALSE,6.5,0
35.02,-48.03,FALSE,6.5,0
-48.08,20.27,FALSE,17.3,0
5.86,30.05,TRUE,10.6,1
41.21,28.3,FALSE,10.6,0
-36.52,-1.91,TRUE,75.3,1
-18.58,-25.33,FALSE,10.6,0
40.41,-11.48,TRUE,201,1
-35.93,-49.53,FALSE,46.1,0
-17.3,-40.58,TRUE,75.3,1
53.55,-37.46,FALSE,46.1,0
-54.66,41,FALSE,6.5,0
-7.1,23.78,FALSE,28.3,0
48.08,34.31,FALSE,75.3,0
-45.54,-1.06,FALSE,6.5,0
-9.64,-16.58,TRUE,28.3,1
53.63,-11.07,FALSE,46.1,0
-50.49,-43.96,FALSE,75.3,0
3.19,-45.73,TRUE,201,1
42.24,-40.33,TRUE,75.3,1
-44.33,24.47,FALSE,75.3,0
-19.74,33.5,TRUE,122.9,1
43.1,23.79,FALSE,6.5,0
-45.7,-21.94,FALSE,46.1,0
-12.24,2.51,TRUE,17.3,1
53.07,-27.99,FALSE,10.6,0
-48.25,-37.89,FALSE,10.6,0
8.3,-48.47,FALSE,6.5,0
39.19,-36.2,TRUE,122.9,1
-48.81,19.56,FALSE,75.3,0
-1.47,18.55,TRUE,46.1,1
47.04,35.34,FALSE,17.3,0
-54.33,-21.42,FALSE,6.5,0
-12.54,-7.51,TRUE,75.3,1
37.24,-25.51,TRUE,75.3,1
-34.35,-46.99,TRUE,122.9,1
-22.74,-42.89,FALSE,6.5,0
36.76,-42,TRUE,201,1
-29.13,36.2,FALSE,10.6,0
-0.52,27.84,TRUE,122.9,1
26.59,39.56,FALSE,6.5,0
-47.38,-16.48,FALSE,10.6,0
-4.83,-7.79,TRUE,28.3,1
28.26,-3.32,TRUE,17.3,1
-50.28,-50.88,FALSE,28.3,0
-13.12,-48.97,TRUE,122.9,1
40.23,-39.89,TRUE,122.9,1
-27.69,33.61,TRUE,46.1,1
-21.51,24.14,TRUE,75.3,1
53.58,28.46,FALSE,28.3,0
-35.98,-4.74,TRUE,46.1,1
-5.44,-16.03,TRUE,10.6,1
27.23,-2.1,TRUE,17.3,1
-53.38,-52.23,FALSE,6.5,0
6.14,-52.2,FALSE,6.5,0
41.69,-44.63,TRUE,201,1
-49.72,27.37,FALSE,6.5,0
10.16,36.27,FALSE,17.3,0
27.58,32.18,TRUE,10.6,1
-51.94,-18.83,FALSE,28.3,0
18.07,-13.77,TRUE,75.3,1
49.16,-20.12,FALSE,17.3,0
-48.69,-37.37,FALSE,6.5,0
-4.83,-49.06,FALSE,6.5,0
38.29,-38.27,TRUE,75.3,1
-51.57,16.79,FALSE,122.9,0
13.46,34.16,FALSE,10.6,0
31.42,35.2,TRUE,28.3,1
-45.6,1.06,FALSE,6.5,0
12.5,-0.69,TRUE,201,1
53.38,4.09,FALSE,17.3,0
-38.79,-42.22,FALSE,28.3,0
-4.64,-41.5,TRUE,201,1
36.01,-46.25,FALSE,6.5,0
-32.74,33.72,TRUE,75.3,1
7.37,27.37,TRUE,28.3,1
37.44,31.76,TRUE,201,1
-46.35,-3.65,FALSE,17.3,0
7.29,6.27,FALSE,6.5,0
36.42,2.73,TRUE,17.3,1
-48.12,-34.6,FALSE,46.1,0
6.26,-39.61,FALSE,10.6,0
48.51,-36.4,TRUE,122.9,1
-53.31,17.1,FALSE,10.6,0
18.79,41.83,TRUE,46.1,1
41.82,34.83,FALSE,10.6,0
-48.14,-1.93,FALSE,122.9,0
-10.73,-27.86,TRUE,17.3,1
28.55,-0.22,TRUE,75.3,1
-41.63,-37.46,FALSE,46.1,0
-1.61,-46.48,FALSE,10.6,0
31.14,-34.42,TRUE,122.9,1
-48.81,16.29,FALSE,46.1,0
1.1,27.09,FALSE,6.5,0
46.14,34.16,FALSE,46.1,0
-47.21,-9.68,FALSE,201,0
-22.95,-18.79,FALSE,6.5,0
50.83,-5.7,TRUE,122.9,1
-44.63,-45.78,FALSE,46.1,0
-23.52,-36.08,FALSE,6.5,0
51.44,-36.1,TRUE,46.1,1
-49.43,12.89,FALSE,6.5,0
11.79,22.63,TRUE,122.9,1
36.19,40.38,TRUE,75.3,1
-49.89,-28.22,FALSE,28.3,0
-21.25,-3.99,TRUE,201,1
46.61,-3.34,TRUE,75.3,1
-48.58,-39.75,FALSE,201,0
23.94,-52.37,FALSE,6.5,0
38.34,-44.54,TRUE,201,1
-30.59,40.07,FALSE,122.9,0
11.35,23.95,TRUE,201,1
41.64,37.74,FALSE,46.1,0
-41.82,-17.79,FALSE,10.6,0
-18.3,-2.39,TRUE,201,1
51.09,3.87,TRUE,201,1
-52.55,-49.77,FALSE,75.3,0
10.85,-50.11,FALSE,17.3,0
52.16,-46.98,FALSE,75.3,0
-35.23,14.55,TRUE,46.1,1
-11.22,32.65,TRUE,28.3,1
50.09,25.99,FALSE,17.3,0
-38.36,-24.66,TRUE,122.9,1
-23.62,-26.55,TRUE,10.6,1
40.25,-1.05,FALSE,10.6,0
-34.27,-49.13,FALSE,122.9,0
-2.38,-35.46,TRUE,75.3,1
46.72,-30.83,TRUE,28.3,1
-45.06,35.81,FALSE,75.3,0
-6.04,26.31,TRUE,201,1
38.31,16.75,TRUE,122.9,1
-47.33,-12.65,FALSE,46.1,0
12.92,-20.6,TRUE,46.1,1
43.23,-4.28,TRUE,75.3,1
-36.08,-41.97,TRUE,75.3,1
-17.24,-44.04,TRUE,75.3,1
42.27,-33.52,TRUE,28.3,1
-33.55,21.39,TRUE,17.3,1
-3.37,39.24,TRUE,28.3,1
54.51,13.7,FALSE,10.6,0
-41.3,-2.31,FALSE,10.6,0
-14.56,-27.74,TRUE,10.6,1
27.47,-8.42,FALSE,6.5,0
-39.79,-36.19,TRUE,46.1,1
8.8,-34.39,TRUE,28.3,1
30.35,-48.3,FALSE,17.3,0
-51.92,23.25,FALSE,10.6,0
15.49,27.06,FALSE,6.5,0
46.02,33.5,FALSE,6.5,0
-53.06,-18.79,FALSE,6.5,0
-2.74,-3.7,TRUE,201,1
52.69,9.41,FALSE,6.5,0
-47.45,-45.27,FALSE,201,0
-10.59,-47.68,FALSE,6.5,0
53,-37.97,FALSE,10.6,0
-40.61,37.99,FALSE,122.9,0
14.45,32.33,TRUE,17.3,1
51.69,39.92,FALSE,46.1,0
-30.95,-27.53,TRUE,17.3,1
7.99,-15.85,TRUE,75.3,1
46.07,-22.82,FALSE,10.6,0
-47.04,-51.98,FALSE,28.3,0
22.19,-52.64,FALSE,10.6,0
36.01,-47.57,FALSE,28.3,0
-49.28,35.64,FALSE,201,0
-19.48,12.62,TRUE,10.6,1
47.68,19.87,TRUE,201,1
-53.25,-23.43,FALSE,201,0
23.14,-0.22,FALSE,6.5,0
46.06,-6.26,TRUE,46.1,1
-51.4,-40.23,FALSE,75.3,0
-8.8,-50.94,FALSE,75.3,0
34.54,-45.32,FALSE,6.5,0
-51.82,15.66,FALSE,28.3,0
-19.52,40.65,FALSE,10.6,0
52.87,29.23,FALSE,10.6,0
-46.64,-12.45,FALSE,10.6,0
-2.38,-22.23,TRUE,17.3,1
48.65,1.62,TRUE,122.9,1
-51.9,-41.53,FALSE,75.3,0
-21.65,-32.05,TRUE,28.3,1
51.3,-30.57,FALSE,6.5,0
-45.75,24.66,TRUE,75.3,1
-13.7,22.74,TRUE,201,1
39.33,30.3,TRUE,28.3,1
-44.65,-17.09,TRUE,75.3,1
1.98,-20.85,TRUE,17.3,1
43.03,-22.68,TRUE,122.9,1
-38.8,-41.38,TRUE,122.9,1
0.85,-52.37,FALSE,10.6,0
37.29,-43.14,FALSE,10.6,0
-46.74,15.09,TRUE,28.3,1
-23.75,31.47,TRUE,46.1,1
45.99,43,FALSE,17.3,0
-37.23,-15.81,TRUE,75.3,1
7.66,9.27,TRUE,17.3,1
38.22,-24.81,TRUE,46.1,1
-43.75,-46.5,FALSE,28.3,0
-4.32,-50.77,FALSE,10.6,0
50.21,-42.61,FALSE,122.9,0
-44.83,13.47,TRUE,17.3,1
12.17,25.72,FALSE,6.5,0
47.14,41.21,FALSE,10.6,0
-52.99,-12.61,FALSE,46.1,0
19.42,-26.46,FALSE,6.5,0
28.95,-22.26,TRUE,75.3,1
-43.83,-30.36,FALSE,10.6,0
-15.09,-34.76,TRUE,46.1,1
38.88,-49.22,FALSE,122.9,0
-40.12,15.83,TRUE,28.3,1
-3.64,35.92,TRUE,201,1
29.07,36.35,FALSE,10.6,0
-34.05,-13.88,TRUE,201,1
24.51,-5.6,FALSE,10.6,0
47.95,-20.08,TRUE,201,1
-32.77,-43.8,FALSE,6.5,0
15.92,-41.75,TRUE,75.3,1
39.91,-42.35,FALSE,201,0
-44.47,42.59,FALSE,17.3,0
-21.17,20.91,TRUE,122.9,1
52.93,35.62,FALSE,201,0
-47.63,5.84,FALSE,6.5,0
6.12,-5.34,TRUE,75.3,1
30.15,-0.01,TRUE,10.6,1
-39.18,-47.91,FALSE,6.5,0
-19.49,-52.53,FALSE,6.5,0
44.12,-52.51,FALSE,28.3,0
-51.99,41.01,FALSE,6.5,0
18.28,33,TRUE,122.9,1
32.71,20.33,TRUE,10.6,1
-49.21,2.14,TRUE,122.9,1
-8.3,-15.97,TRUE,75.3,1
46.31,-16.56,TRUE,17.3,1
-34.86,-40.89,TRUE,201,1
4.33,-39.18,TRUE,46.1,1
39.25,-48.15,FALSE,46.1,0
-48.29,15.09,TRUE,28.3,1
12.01,30.04,TRUE,122.9,1
48.76,22,FALSE,6.5,0
-38.33,-14.22,TRUE,201,1
-15.78,-20.96,TRUE,10.6,1
51.91,-9.46,FALSE,46.1,0
-44.42,-34.9,FALSE,28.3,0
-3.76,-45.47,TRUE,75.3,1
37.67,-46.9,FALSE,75.3,0
-52.93,30.17,FALSE,6.5,0
16.87,39.06,TRUE,75.3,1
51.37,30.99,FALSE,6.5,0
-38.5,4.55,TRUE,122.9,1
13.82,-0.25,TRUE,17.3,1
43.67,-10.97,TRUE,46.1,1
-53.11,-43.37,FALSE,6.5,0
10,-39.06,TRUE,28.3,1
39.79,-44.25,FALSE,10.6,0
-37.9,38.75,FALSE,10.6,0
-23.3,35.85,TRUE,28.3,1
42.9,39.66,FALSE,46.1,0
-27.56,-20.5,FALSE,6.5,0
11.12,-28.26,TRUE,6.5,1
49.34,8.27,FALSE,46.1,0
-49.34,-51.9,FALSE,6.5,0
-1.1,-39.35,FALSE,17.3,0
44.49,-41.09,FALSE,10.6,0
-39.13,37.92,FALSE,17.3,0
-1.47,38.06,FALSE,6.5,0
41.14,31.39,FALSE,6.5,0
-39.14,-10.24,FALSE,6.5,0
12.99,-12.25,TRUE,75.3,1
47.96,8.47,TRUE,28.3,1
-53.27,-47.11,FALSE,28.3,0
18.76,-49.13,FALSE,28.3,0
36.9,-43.12,FALSE,28.3,0
-42.58,23,TRUE,122.9,1
-2.17,20.75,TRUE,10.6,1
30.71,25.33,TRUE,46.1,1
-28.58,-23.12,FALSE,10.6,0
6.08,-1.11,TRUE,122.9,1
32.53,-23.23,FALSE,6.5,0
-48.06,-45.52,FALSE,17.3,0
17.35,-35.27,TRUE,28.3,1
31.12,-49.04,FALSE,201,0
-51.8,41.89,FALSE,10.6,0
17.38,40.93,FALSE,6.5,0
43.39,36.43,TRUE,122.9,1
-32.13,-14.63,FALSE,17.3,0
11.72,-10.07,TRUE,201,1
41.39,-14.72,FALSE,10.6,0
-46.62,-51.37,FALSE,46.1,0
21.35,-34.7,TRUE,122.9,1
37.36,-43.64,TRUE,201,1
-54.37,42.77,FALSE,10.6,0
-14.02,21.94,TRUE,122.9,1
38.17,26.5,TRUE,201,1
-31.75,4.19,TRUE,75.3,1
14.7,-5.76,TRUE,17.3,1
31.29,-15.03,TRUE,10.6,1
-28.16,-46.52,TRUE,75.3,1
14.36,-50.59,FALSE,28.3,0
43.14,-47.12,FALSE,75.3,0
-49.4,34.26,FALSE,201,0
2.04,38.85,TRUE,201,1
39.59,28.03,TRUE,28.3,1
-46.58,-15.28,TRUE,46.1,1
7.68,4.16,TRUE,28.3,1
33.96,5.76,TRUE,28.3,1
-30.4,-46.41,FALSE,10.6,0
-7.46,-45.87,TRUE,122.9,1
49.55,-49,FALSE,122.9,0
-48.02,35.35,FALSE,10.6,0
-19.63,40.55,FALSE,17.3,0
36.18,22.53,TRUE,28.3,1
-33.39,-4.55,TRUE,75.3,1
-9.92,-4.71,TRUE,17.3,1
30.75,-22.03,TRUE,28.3,1
-28.91,-47.51,FALSE,122.9,0
24.08,-50.61,FALSE,46.1,0
36.21,-33.04,TRUE,122.9,1
-26.76,25.55,FALSE,6.5,0
-13.55,29.54,TRUE,201,1
51.31,23.79,FALSE,201,0
-30.51,-19.33,TRUE,122.9,1
20.27,-21.65,TRUE,122.9,1
48.8,-11.45,TRUE,75.3,1
-36.09,-42.14,FALSE,28.3,0
-15.9,-47.49,FALSE,122.9,0
51.46,-36.15,TRUE,201,1
-33.3,18.48,TRUE,122.9,1
-20.19,35.56,TRUE,75.3,1
43.42,12.76,FALSE,6.5,0
-46.14,-13.25,TRUE,201,1
6.46,-19.47,TRUE,46.1,1
43.68,-26.55,TRUE,28.3,1
-39.83,-37.14,TRUE,201,1
16.89,-41.9,TRUE,201,1
52.21,-35.37,FALSE,46.1,0
-49.21,28.91,FALSE,75.3,0
-1.21,25.24,TRUE,201,1
33.69,40.87,TRUE,17.3,1
-32.11,-13.56,TRUE,75.3,1
19.16,4.03,TRUE,201,1
43.85,-12.59,TRUE,75.3,1
-30.7,-38.45,TRUE,201,1
-3.63,-49.03,FALSE,122.9,0
48.02,-48.04,FALSE,6.5,0
-51.8,29.27,FALSE,17.3,0
-3.07,27.27,FALSE,6.5,0
32.8,38.28,FALSE,6.5,0
-53.06,-15.12,FALSE,17.3,0
-12.32,-14.62,TRUE,28.3,1
53.33,-12.92,FALSE,46.1,0
-45.8,-36.72,FALSE,17.3,0
22,-36.84,TRUE,17.3,1
30.87,-39.78,TRUE,46.1,1
-51.56,21.23,FALSE,10.6,0
0.96,23.03,TRUE,201,1
26.25,17.79,TRUE,17.3,1
-46.13,-4.38,TRUE,122.9,1
13.98,0.16,TRUE,17.3,1
42.24,-15.14,TRUE,75.3,1
-36.17,-42.71,FALSE,28.3,0
-17.74,-39.85,TRUE,75.3,1
48.29,-46.74,FALSE,10.6,0
-46.29,20.04,TRUE,28.3,1
-9.7,41.51,TRUE,75.3,1
54.67,13.2,FALSE,17.3,0
-54.03,-24.62,FALSE,122.9,0
-0.94,-19.32,TRUE,122.9,1
33.47,-11.27,TRUE,201,1
-37.22,-33.2,TRUE,75.3,1
-10.04,-50.26,FALSE,46.1,0
28.53,-50.51,FALSE,46.1,0
-42.98,29.42,FALSE,6.5,0
7.8,18.13,TRUE,122.9,1
35.27,24.22,FALSE,6.5,0
-40.16,-13.56,TRUE,122.9,1
6.23,1.46,TRUE,201,1
45.96,-19.43,TRUE,28.3,1
-45.13,-47.88,FALSE,6.5,0
-3.29,-36.56,TRUE,122.9,1
35.62,-51.28,FALSE,28.3,0
-47.65,40.12,FALSE,122.9,0
-19.08,13.84,TRUE,46.1,1
46.7,38.13,FALSE,10.6,0
-49.76,-2.3,TRUE,75.3,1
-13.59,-24.26,TRUE,28.3,1
30.01,-0.45,TRUE,17.3,1
-50.87,-36.56,FALSE,75.3,0
-20.75,-31.8,FALSE,6.5,0
41.93,-48.17,FALSE,122.9,0
-39.91,38.46,TRUE,201,1
12.96,37.53,TRUE,46.1,1
40.38,25.76,FALSE,10.6,0
-52.82,-21.76,FALSE,75.3,0
-19.29,3,TRUE,201,1
48.44,4.62,TRUE,75.3,1
-30.99,-40.71,TRUE,201,1
-14,-50.1,FALSE,10.6,0
47.48,-40.9,FALSE,75.3,0
-49.21,35.23,FALSE,201,0
-8.02,12.01,FALSE,6.5,0
31.9,21.95,TRUE,28.3,1
-44.49,-22.86,TRUE,75.3,1
-0.87,-22.96,TRUE,201,1
44.47,5.7,FALSE,6.5,0
-50.99,-47.71,FALSE,28.3,0
3.43,-52,FALSE,28.3,0
33.57,-48.72,FALSE,46.1,0
-42.23,14.82,TRUE,75.3,1
20.6,40.25,TRUE,17.3,1
33.02,26.03,TRUE,122.9,1
-49.69,-1.78,TRUE,201,1
16.97,-24.84,FALSE,6.5,0
38.51,-17.67,TRUE,28.3,1
-45.14,-33.39,FALSE,17.3,0
-21.91,-41.36,FALSE,6.5,0
42.02,-33.55,FALSE,6.5,0
-51.38,37.87,FALSE,6.5,0
-2.99,35.95,TRUE,28.3,1
40.25,27.49,TRUE,46.1,1
-47.22,-21.91,FALSE,17.3,0
15.5,-22.13,TRUE,46.1,1
49.44,-10.68,FALSE,46.1,0
-35.83,-43.28,FALSE,17.3,0
11.15,-46.11,FALSE,46.1,0
36.5,-36.86,FALSE,6.5,0
-38.18,15.19,TRUE,46.1,1
-4.34,34.79,TRUE,75.3,1
49.99,14.31,FALSE,75.3,0
-48.86,-25.42,FALSE,17.3,0
-7.78,3.27,TRUE,75.3,1
28.73,-5.46,TRUE,122.9,1
-32.21,-37.74,FALSE,17.3,0
-1.91,-45.24,FALSE,10.6,0
38.7,-45.96,TRUE,28.3,1
-26.62,42.27,FALSE,6.5,0
19.07,22.26,TRUE,75.3,1
38.12,16.87,FALSE,6.5,0
-34.58,-9.7,TRUE,122.9,1
-3.47,6.91,TRUE,17.3,1
44.54,-14.27,TRUE,201,1
-41.7,-35.93,FALSE,6.5,0
20.23,-44.24,TRUE,46.1,1
38.51,-41.15,TRUE,201,1
-54.11,15.73,FALSE,46.1,0
-15.13,16.49,TRUE,122.9,1
33.65,42.47,FALSE,28.3,0
-44.72,-19.49,TRUE,122.9,1
0.93,-25.06,TRUE,17.3,1
35.04,-25.69,TRUE,10.6,1
-28.5,-44.93,TRUE,75.3,1
6.56,-47.84,FALSE,28.3,0
46.49,-40.4,TRUE,201,1
-54.7,25.29,FALSE,17.3,0
21.31,39.07,TRUE,201,1
48.08,36.82,FALSE,46.1,0
-48.73,-10.48,TRUE,122.9,1
-0.54,-8.27,TRUE,201,1
50.01,-12.94,FALSE,10.6,0
-50.48,-48.41,FALSE,28.3,0
-3.39,-44.85,TRUE,122.9,1
39.62,-40.19,TRUE,75.3,1
-33.88,29.68,TRUE,10.6,1
-3.83,39.7,TRUE,75.3,1
45.83,32.02,TRUE,75.3,1
-36.53,-18.78,TRUE,201,1
3.14,-4.75,TRUE,201,1
48.24,-13.12,TRUE,122.9,1
-34.31,-34.41,TRUE,17.3,1
-5.02,-49.69,TRUE,46.1,1
42.67,-40.84,FALSE,17.3,0
-38.74,28.48,TRUE,201,1
6.13,42.23,FALSE,6.5,0
52.04,39.5,FALSE,201,0
-28.74,-25.71,TRUE,122.9,1
-4.6,-0.99,TRUE,46.1,1
52.4,-11.57,TRUE,122.9,1
-52.29,-48.37,FALSE,122.9,0
-7.85,-49.95,FALSE,6.5,0
27.07,-46.44,FALSE,46.1,0
-31.27,25.22,FALSE,6.5,0
-6.79,32.13,TRUE,10.6,1
46.17,25.81,TRUE,201,1
-38.45,1.36,TRUE,17.3,1
-17.1,-0.51,FALSE,6.5,0
51.22,-27.04,FALSE,75.3,0
-28.62,-36.98,TRUE,122.9,1
-16.23,-50.96,FALSE,122.9,0
54.26,-47.21,FALSE,17.3,0
-41.2,20.07,FALSE,17.3,0
-12.88,36.85,TRUE,46.1,1
27.06,39.04,FALSE,6.5,0
-34.73,-2.76,TRUE,75.3,1
21.75,-1.8,TRUE,28.3,1
47.78,-18.8,TRUE,201,1
-33.1,-47.2,TRUE,201,1
-16.11,-36.06,TRUE,46.1,1
53.01,-44.26,FALSE,122.9,0
-41.77,42.72,FALSE,28.3,0
16.51,28.66,TRUE,201,1
41.56,12.38,TRUE,10.6,1
-29.34,-8.41,FALSE,10.6,0
14.45,7.96,TRUE,46.1,1
29.28,5.28,FALSE,6.5,0
-52.75,-51.37,FALSE,6.5,0
4.16,-33.02,FALSE,10.6,0
30.37,-51.42,FALSE,75.3,0
-51.1,27.59,FALSE,46.1,0
-17.21,17.52,FALSE,6.5,0
41.24,34.15,FALSE,17.3,0
-47.84,-16.18,TRUE,75.3,1
8.5,-20.1,TRUE,122.9,1
46.99,-26.58,FALSE,10.6,0
-29.73,-31.79,TRUE,28.3,1
-2.68,-50.45,FALSE,6.5,0
52.78,-38.01,FALSE,28.3,0
-42.37,40.02,TRUE,122.9,1
19.32,28.06,TRUE,201,1
46.4,27.47,FALSE,6.5,0
-38.78,-7.29,TRUE,122.9,1
18.5,-6.44,TRUE,75.3,1
53.03,7.54,FALSE,46.1,0
-44.49,-43.06,FALSE,75.3,0
3.62,-35.07,TRUE,46.1,1
35.51,-41.2,TRUE,122.9,1
-26.97,39.48,FALSE,6.5,0
-15.02,37.93,FALSE,6.5,0
32.28,34.27,TRUE,201,1
-45.39,-22.57,FALSE,10.6,0
-14.41,-10.1,TRUE,10.6,1
52.26,-19.79,FALSE,122.9,0
-43.85,-45.29,FALSE,122.9,0
-24.51,-50.51,FALSE,28.3,0
47.96,-52.65,FALSE,10.6,0
-32.02,14.82,TRUE,75.3,1
20.46,42.05,FALSE,17.3,0
51.58,37.67,FALSE,201,0
-50.89,5.5,TRUE,17.3,1
19.91,-27.7,FALSE,6.5,0
44.96,-12.48,FALSE,17.3,0
-45.45,-40.37,FALSE,46.1,0
-1.16,-43.33,FALSE,10.6,0
52.44,-36.91,FALSE,201,0
-40.66,32.03,TRUE,201,1
-3.64,23.13,TRUE,122.9,1
36.52,37.04,TRUE,122.9,1
-38.96,8.73,FALSE,10.6,0
-14.2,-5.16,TRUE,10.6,1
28.97,-1.08,TRUE,75.3,1
-52.81,-49.13,FALSE,46.1,0
-22.51,-51.94,FALSE,75.3,0
53.03,-37.95,FALSE,201,0
-42.23,32.85,TRUE,122.9,1
-22.01,35.8,TRUE,122.9,1
34.13,32.73,TRUE,46.1,1
-51.55,2.37,TRUE,122.9,1
5.3,-14.42,TRUE,17.3,1
49.77,-20.48,FALSE,10.6,0
-50.11,-49.5,FALSE,10.6,0
-8.21,-51.45,FALSE,6.5,0
49.44,-36.58,FALSE,10.6,0
-36.12,24.23,TRUE,28.3,1
23.49,15.59,FALSE,10.6,0
47.91,11.78,FALSE,6.5,0
-49.44,-24.7,TRUE,122.9,1
-3.41,-0.7,TRUE,201,1
38.3,2.53,TRUE,201,1
-27.65,-40.81,FALSE,6.5,0
-2.18,-38.89,TRUE,10.6,1
35.46,-47.24,FALSE,201,0
-35.25,39.46,FALSE,17.3,0
-18.11,13.4,TRUE,10.6,1
47.94,21.44,FALSE,75.3,0
-39.65,6.3,TRUE,46.1,1
-15,-23.53,TRUE,201,1
33.58,-15.06,FALSE,10.6,0
-52.49,-46.71,FALSE,122.9,0
-0.7,-47.5,FALSE,6.5,0
37.48,-47.61,FALSE,122.9,0
